agnecy,id,tag,tf_idf,most_similar_id,most_similar_agency,KLComment,SCS,WMD,time_diff,agency_match
fardaNews,127333,New,0.187235109,127218,fardaNews,59.5307,0.700315861,,160440,1
khabaronline,113060,New,0.151049249,112073,khabaronline, _nan,0.413272128,,403680,1
fardaNews,127445,New,0.254757189,100699,fardaNews, _nan,0.600991111,,28057300,1
khabaronline,113481,New,0.282306478,81366,tabnak, _nan,0.505047239,,27927400,0
fardaNews,127520,Old,0.453559946,127445,fardaNews,0,0.863456349,,73140,1
fardaNews,127545,New,0.155923999,100870,fardaNews, _nan,0.408553566,,27968500,1
khabaronline,113718,Old,0.070317257,112061,khabaronline,0,0.376526824,,534000,1
khabaronline,114179,New,0.140708646,127184,fardaNews,0,0.282383805,,534900,0
fardaNews,128292,New,0.192846387,80918,tabnak,0,0.512463516,,28758220,0
fardaNews,128305,New,0.157926269,80918,tabnak,0,0.54162574,,28760260,0
khabaronline,115182,New,0.149353757,100870,fardaNews,0,0.477382219,,28504360,0
fardaNews,128427,Old,1,128292,fardaNews,0,0.747587648,,88920,1
khabaronline,115569,Old,0.480459665,128292,fardaNews, _nan,0.505787531,,125880,0
fardaNews,128877,New,0.343203976,128305,fardaNews,0,0.49485325,,528060,1
fardaNews,129947,New,0.191086357,127184,fardaNews,0,0.431467723,,2033940,1
fardaNews,131757,New,0.332962889,104032,fardaNews,0,0.569908539,,27340480,1
khabaronline,121523,New,0.342622361,131757,fardaNews,0,0.555977512,,265440,0
khabaronline,121607,New,0.11317146,81742,tabnak,59.1254,0.524395374,,30733600,0
fardaNews,132147,Old,0.532670855,113481,khabaronline,0,0.504683026,,2978880,0
khabaronline,122234,New,0.132632391,115182,khabaronline, _nan,0.405629938,,2615520,1
fardaNews,132556,New,0.268629118,81358,tabnak, _nan,0.507240455,,31108000,0
khabaronline,122315,Old,0.369834509,132556,fardaNews,56.4902,0.917668206,,11040,0
fardaNews,132688,New,0.129877314,82862,tabnak,0,0.381558308,,30356380,0
khabaronline,122481,New,0.208557655,121607,khabaronline,58.2814,0.549303873,,265440,1
fardaNews,132740,New,0.36267745,127333,fardaNews,57.8404,0.744739111,,3425340,1
fardaNews,132849,New,0.236694197,112775,fardaNews,0,0.61023256,,18382740,1
fardaNews,132966,New,0.227151167,100819,fardaNews,0,0.438100665,,31391680,1
fardaNews,133005,New,0.233366072,102423,fardaNews,0,0.44162556,,29839660,1
fardaNews,133162,New,0.097827106,81011,tabnak,0,0.622468038,,31699960,0
fardaNews,133214,New,0.243076899,132849,fardaNews,0,0.563786609,,270600,1
fardaNews,133324,New,0.108093537,133005,fardaNews, _nan,0.653189146,,218160,1
tabnak,142932,Old,0.183173696,112093,khabaronline,0,0.611424695,,4261260,0
tabnak,143950,New,0.383598672,132966,fardaNews, _nan,0.65473033,,972060,0
fardaNews,134494,Old,1,143950,tabnak,53.2171,0.999207032,,840,0
tabnak,144026,New,0.168997968,81659,tabnak, _nan,0.54944746,,32113000,1
khabaronline,125426,Old,0.389287915,81366,tabnak,0,0.675987382,,32266540,0
tabnak,144041,Old,0.197528505,133214,fardaNews, _nan,0.576380077,,754980,0
fardaNews,134657,New,0.562501526,125426,khabaronline,0,0.482590233,,78660,0
tabnak,144437,New,0.229524567,102885,fardaNews,0,0.388069732,,30582040,0
fardaNews,134807,Old,0.662596278,144437,tabnak, _nan,0.999378588,,1140,0
tabnak,144820,New,0.322311924,100819,fardaNews, _nan,0.417009216,,32821180,0
fardaNews,135183,New,0.332709367,81240,tabnak,0,0.57775211,,32890360,0
tabnak,145064,Old,0.233447552,132966,fardaNews,0,0.9947812,,1508280,0
fardaNews,136583,New,0.182135593,133005,fardaNews, _nan,0.460234884,,2301240,1
tabnak,147492,New,0.158048565,128877,fardaNews,0,0.673025642,,4894380,0
tabnak,147501,New,0,80918,tabnak,58.8376,0.414963783,,34192780,1
khabaronline,130117,New,0.185135169,127026,fardaNews,0,0.7761585,,6668880,0
tabnak,150382,New,0.265119312,132966,fardaNews,0,0.271481537,,3890100,0
khabaronline,132801,Old,0.856138854,150382,tabnak, _nan,0.801069026,,39900,0
fardaNews,139822,New,0.242668891,127026,fardaNews,0,0.69314899,,8418540,1
tabnak,151924,Old,1,139822,fardaNews,0,0.996883391,,3840,0
khabaronline,138050,New,0.09774124,112086,khabaronline,59.1844,0.663611777,,10146820,1
tabnak,164940,New,0.269338147,147492,tabnak,0,0.43794277,,8220940,1
khabaronline,159259,New,0.217648203,113060,khabaronline,0,0.482563071,,17632000,1
tabnak,172943,Old,0.401307235,159259,khabaronline,0,0.953396984,,9060,0
tabnak,178877,New,0.191299693,100792,fardaNews, _nan,0.374290022,,48036500,0
khabaronline,164002,New,0.184497799,100599,fardaNews, _nan,0.442407724,,48166940,0
fardaNews,155797,New,0.702741449,127117,fardaNews,0,0.606263063,,20417500,1
fardaNews,155811,New,0.489433179,112775,fardaNews,0,0.527401689,,35063980,1
tabnak,179012,Old,1,155811,fardaNews, _nan,0.973829869,,900,0
khabaronline,164060,Old,0.50426462,155811,fardaNews,0,0.714750301,,3480,0
fardaNews,155845,New,0.185010405,164002,khabaronline,55.3115,0.516312804,,46260,0
fardaNews,155850,New,0.242187971,155845,fardaNews,54.9194,0.694942254,,3420,1
khabaronline,164099,New,0.248350375,115569,khabaronline,0,0.476100292,,19343860,1
khabaronline,164129,New,0.290142674,155845,fardaNews,57.1945,0.628305268,,11580,0
tabnak,179170,New,0.108727693,132556,fardaNews,0,0.355355157,,16868740,0
tabnak,179176,Old,0.35951709,164129,khabaronline,55.1636,0.441977659,,19500,0
fardaNews,155894,New,0.178998565,131757,fardaNews,0,0.573977766,,17393260,1
fardaNews,155979,Old,0.400852118,100599,fardaNews,0,0.549546839,,48312680,1
tabnak,179367,Old,0.168465107,155979,fardaNews, _nan,0.983246301,,4200,0
tabnak,179743,New,0.273379279,114179,khabaronline,0,0.486118758,,20064400,0
tabnak,179850,New,0.161296051,121607,khabaronline,0,0.624539497,,17294680,0
tabnak,180004,New,0.249265995,179743,tabnak,0,0.360785745,,100020,1
tabnak,180328,New,0.109063284,121607,khabaronline,0,0.685175489,,17554600,0
fardaNews,156500,Old,0.760278305,180328,tabnak,0,0.998526117,,6660,0
fardaNews,157044,New,0.180560183,112093,khabaronline,0,0.5249854,,21369100,0
khabaronline,168962,New,0.121235761,133214,fardaNews, _nan,0.442184931,,18841420,0
fardaNews,159197,New,0.083750006,100769,fardaNews, _nan,0.501907206,,50652080,1
khabaronline,169278,New,0.246715781,133214,fardaNews,0,0.689097862,,18967420,0
fardaNews,159210,Old,0.273366322,125426,khabaronline, _nan,0.837662786,,18217060,0
khabaronline,169282,Old,0.193068784,81152,tabnak, _nan,0.735899797,,50658860,0
tabnak,185545,Old,0.526429748,169278,khabaronline, _nan,0.990876023,,1920,0
tabnak,185658,Old,0.299774451,81358,tabnak,0,0.772206878,,50562500,1
khabaronline,170253,New,0.257699824,112220,khabaronline,0,0.550768006,,23457460,1
tabnak,186791,Old,0.413096662,185658,tabnak, _nan,0.512375127,,370740,1
fardaNews,159833,Old,1,186791,tabnak,0,0.979653042,,600,0
tabnak,188584,New,0.558741289,131757,fardaNews,0,0.614093754,,21033100,0
khabaronline,171851,New,0.185634867,81035,tabnak,0,0.504187797,,51979460,0
tabnak,191519,New,0.135093093,132740,fardaNews,0,0.451151635,,21625300,0
khabaronline,174189,New,0.19150883,112093,khabaronline,0,0.501997568,,25385620,1
tabnak,191607,New,0.442918901,174189,khabaronline,0,0.612837835,,60,0
fardaNews,162318,Old,0.223175618,191607,tabnak,0,0.885634062,,960,0
fardaNews,162348,Old,1,191607,tabnak,0,0.999675246,,13620,0
tabnak,191642,Old,0.38044336,174189,khabaronline,0,0.562749194,,18360,0
khabaronline,174224,New,0.180006998,191642,tabnak, _nan,0.65015809,,3300,0
tabnak,201040,New,0.389331461,132966,fardaNews,0,0.646191977,,25149520,0
fardaNews,167886,Old,0.375167917,132966,fardaNews,0,0.5813795,,25151500,1
fardaNews,167914,Old,0.101610274,81011,tabnak,0,0.748021728,,56698040,0
tabnak,203550,New,0.252288385,135183,fardaNews,0,0.570184096,,24792760,0
fardaNews,170136,Old,1,203550,tabnak,0,0.99610732,,3120,0
khabaronline,184854,Old,0.341895927,113718,khabaronline,0,0.912245806,,29651620,1
fardaNews,171958,New,0.128969965,81240,tabnak,0,0.411461922,,58560080,0
fardaNews,171985,New,0.72133312,128292,fardaNews,0,0.755464361,,29992360,1
tabnak,206312,New,0.215165806,155894,fardaNews,0,0.607579106,,10800780,0
fardaNews,172886,New,0.450996742,128292,fardaNews,0,0.737972832,,30400600,1
tabnak,206658,Old,0.653470389,128292,fardaNews,0,0.981252177,,30406600,0
fardaNews,173080,New,0.345940583,112775,fardaNews,0,0.718534603,,46090720,1
tabnak,206885,New,0.463931621,206658,tabnak,0,0.588748906,,78660,1
fardaNews,173099,Old,0.601984288,172886,fardaNews,0,0.994245473,,85740,1
fardaNews,173102,Old,1,206885,tabnak,0,0.995802224,,1860,0
tabnak,206984,New,0.307233692,188584,tabnak,0,0.640581155,,7349280,1
tabnak,207100,New,0.168318193,122481,khabaronline,0,0.323671268,,27825160,0
tabnak,207251,New,0.282161962,128292,fardaNews,0,0.60914225,,30587500,0
fardaNews,173540,New,0.254171747,207100,tabnak,0,0.580432042,,136020,0
tabnak,207437,Old,0.653047127,173540,fardaNews,0,0.985093306,,5820,0
tabnak,207459,New,0.301584565,128292,fardaNews,0,0.65802143,,30671020,0
fardaNews,173906,New,0.184829639,82862,tabnak,0,0.437672268,,58496840,0
tabnak,208219,New,0.342614852,143950,tabnak,56.721,0.605283864,,27185920,1
fardaNews,174255,Old,1,208219,tabnak,0,0.98016652,,720,0
fardaNews,182203,New,0.417182756,127154,fardaNews,0,0.476830419,,35186920,1
fardaNews,182206,New,0.236591818,185545,tabnak,0,0.417302986,,12223260,0
tabnak,218859,New,0.202135935,133214,fardaNews,0,0.513355983,,31192660,0
tabnak,218886,New,0.518075456,206885,tabnak,0,0.623311821,,3758040,1
fardaNews,182226,New,0.306609343,142932,tabnak, _nan,0.855653115,,31013800,0
tabnak,218903,New,0.19494622,125426,khabaronline,0,0.610028942,,30449800,0
tabnak,218905,New,0.100676455,167914,fardaNews,0,0.368989567,,6282180,0
fardaNews,182239,New,0.202426126,218905,tabnak,0,0.534759777,,1380,0
fardaNews,182242,New,0.157144374,182203,fardaNews, _nan,0.567447991,,13020,1
tabnak,218926,Old,0.69409889,182242,fardaNews,42.2421,0.95461709,,300,0
khabaronline,193656,Old,0.203076815,100907,fardaNews,0,0.608786053,,62721440,0
fardaNews,182250,New,0.259736832,182226,fardaNews,55.0673,0.737412715,,7320,1
tabnak,218938,New,0.158772019,112476,khabaronline,56.9372,0.665712581,,35188420,0
fardaNews,182253,New,0.513671783,100626,fardaNews,0,0.598227506,,62990060,1
tabnak,218943,New,0.158452792,157044,fardaNews,0,0.620463052,,13916400,0
tabnak,218949,New,0.295947395,100907,fardaNews,0,0.484049762,,62726720,0
tabnak,218951,New,0.209853915,139822,fardaNews, _nan,0.544147857,,26887960,0
fardaNews,182260,New,0.323064542,191642,tabnak, _nan,0.395225651,,9882600,0
fardaNews,182261,Old,0.886567233,218951,tabnak,0,0.953132043,,780,0
khabaronline,193685,New,0.254444002,218949,tabnak,0,0.492096446,,2100,0
khabaronline,193696,New,0.169198622,100793,fardaNews,0,0.551508451,,62896160,0
fardaNews,182277,Old,1,218938,tabnak,0,0.994457846,,7680,0
khabaronline,193705,New,0.293891301,180004,tabnak,0,0.636651277,,14448480,0
khabaronline,193704,New,0.208660339,218886,tabnak,0,0.513408754,,18300,0
tabnak,218992,New,0.239955244,142932,tabnak,0,0.497015336,,31033900,1
khabaronline,193724,New,0.281387295,100599,fardaNews,0,0.666383614,,63011900,0
fardaNews,182298,New,0.205617162,127026,fardaNews,57.4703,0.617243206,,35319160,1
fardaNews,182311,New,0.237557106,170253,khabaronline,0,0.618998937,,11822760,0
khabaronline,193740,Old,0.812425749,182261,fardaNews,0,0.88995714,,16380,0
khabaronline,193731,Old,0.839997384,182242,fardaNews,0,0.921637914,,22980,0
fardaNews,182317,New,0.326285612,164940,tabnak,0,0.61911699,,20626980,0
khabaronline,193764,New,0.254904764,193705,khabaronline,0,0.390779073,,12960,1
fardaNews,182332,Old,0.689857989,218992,tabnak,0,0.982262631,,13260,0
fardaNews,182335,New,0.280871917,170253,khabaronline, _nan,0.588382801,,11830380,0
fardaNews,182338,New,0.14544114,145064,tabnak,0,0.676365297,,29963740,0
tabnak,219024,New,0.214237244,82862,tabnak, _nan,0.515286535,,61944500,1
khabaronline,193781,Old,0.233985882,219024,tabnak,0,0.994686336,,540,0
fardaNews,182371,New,0.304005306,133005,fardaNews, _nan,0.99203934,,31439320,1
fardaNews,182376,New,0.241582679,132556,fardaNews,0,0.607690162,,31685380,1
tabnak,219064,New,0.143808814,133324,fardaNews,56.034,0.584421238,,31244680,0
fardaNews,182397,Old,0.372143238,182335,fardaNews,52.6069,0.995861473,,39420,1
tabnak,219087,New,0.252011647,127126,fardaNews,56.165,0.638387556,,35286580,0
fardaNews,182407,New,0.131562248,182371,fardaNews,53.8111,0.700252397,,28740,1
khabaronline,193806,Old,0.860806234,182376,fardaNews, _nan,0.962787704,,12900,0
tabnak,219110,Old,1,182376,fardaNews,0,0.981685308,,15300,0
tabnak,219119,New,0.292680315,128305,fardaNews,0,0.608147416,,34324120,0
khabaronline,193811,Old,0.186866045,218903,tabnak, _nan,0.873459528,,82080,0
tabnak,219128,New,0.50097684,128292,fardaNews,0,0.491255595,,34328080,0
fardaNews,182424,Old,1,219128,tabnak,0,0.939861321,,960,0
fardaNews,182428,New,0.656457178,155797,fardaNews,0,0.51365964,,14879220,1
tabnak,219151,New,0.636591777,132740,fardaNews,54.3908,0.741545234,,31621240,0
fardaNews,182435,Old,1,219151,tabnak,0,0.998637476,,1680,0
fardaNews,182436,New,0.193556486,206312,tabnak, _nan,0.715528117,,4025160,0
tabnak,219091,New,0.213239535,218859,tabnak,0,0.560494753,,100500,1
khabaronline,193834,New,0.264035862,182428,fardaNews,0,0.977258445,,12780,0
tabnak,219223,New,0.315426182,167886,fardaNews, _nan,0.573815385,,6397920,0
tabnak,219228,New,0.612117791,100907,fardaNews,0,0.442823551,,62839340,0
fardaNews,182518,Old,0.0991826,172886,fardaNews,0,0.816327043,,3967620,1
khabaronline,193820,Old,0.292774464,206885,tabnak, _nan,0.480558449,,3886800,0
fardaNews,182533,New,0.229955987,127218,fardaNews,57.4828,0.661080283,,35251600,1
khabaronline,193881,Old,0.236095686,219228,tabnak, _nan,0.892605075,,16260,0
fardaNews,182545,Old,0.303015974,136583,fardaNews,0,0.463236647,,29243140,1
fardaNews,182547,New,0.267269859,182436,fardaNews,56.8532,0.978872314,,64800,1
fardaNews,182554,New,0.33166961,219228,tabnak,0,0.505874566,,44820,0
tabnak,219267,New,0.733023023,182335,fardaNews,50.94,0.860066221,,135420,0
tabnak,219269,New,0.251067699,219151,tabnak,0,0.516162278,,81540,1
fardaNews,182559,Old,1,219267,tabnak,41.8429,0.99396575,,240,0
tabnak,219270,New,0.141436477,182371,fardaNews,0,0.608378242,,120360,0
tabnak,219272,New,0.60017772,182332,fardaNews,0,0.897068039,,137040,0
fardaNews,182560,New,0.216716723,112220,khabaronline,0,0.448979313,,35424280,0
fardaNews,182574,New,0.283407253,182397,fardaNews,44.888,0.623483965,,101580,1
fardaNews,182579,Old,1,219270,tabnak,0,0.993025232,,7620,0
fardaNews,182580,New,0.249184883,182260,fardaNews,53.8455,0.644785781,,166620,1
fardaNews,182581,New,0.306368192,155797,fardaNews,0,0.597278482,,14971200,1
khabaronline,193905,Old,0.720683364,115569,khabaronline,0,0.593631742,,34299400,1
tabnak,219286,New,0.538323003,127184,fardaNews, _nan,0.533324766,,35312860,0
khabaronline,193918,New,0.46380713,81240,tabnak,0,0.518862015,,63010280,0
fardaNews,182600,New,0.304765062,193820,khabaronline,58.8376,0.587588881,,61320,0
khabaronline,193920,New,0.77880833,182554,fardaNews,0,0.894995059,,22200,0
fardaNews,182602,Old,0.128610908,182242,fardaNews,0,0.589557179,,186420,1
tabnak,219321,Old,0.62797752,182600,fardaNews,0,0.997402788,,3840,0
khabaronline,193940,Old,0.415351291,182580,fardaNews,48.0433,0.64574074,,17700,0
khabaronline,193950,Old,0.685070125,193905,khabaronline, _nan,0.691670304,,16980,1
fardaNews,182630,New,0.156645955,218943,tabnak, _nan,0.533987842,,195120,0
fardaNews,182642,Old,0.391374713,219321,tabnak,0,0.949499334,,17580,0
khabaronline,193963,Old,0.370011809,182630,fardaNews,51.213,0.965954111,,8940,0
tabnak,219462,New,0.260001815,219272,tabnak, _nan,0.56431033,,90660,1
tabnak,219473,New,0.447889667,182332,fardaNews, _nan,0.656221814,,228300,0
khabaronline,193989,New,0.538751086,182642,fardaNews,0,0.862708013,,53160,0
fardaNews,182749,New,0.15645108,193705,khabaronline,0,0.661810525,,260040,0
fardaNews,182754,New,0.45382593,182547,fardaNews,0,0.657082754,,123300,1
fardaNews,182777,New,0.28547649,127126,fardaNews,0,0.696448529,,35495260,1
khabaronline,194099,New,0.238857174,182574,fardaNews,41.6445,0.676334211,,140400,0
tabnak,219619,New,0.316388291,193731,khabaronline, _nan,0.545233864,,306060,0
tabnak,219625,New,0.208020335,219228,tabnak,0,0.615097279,,212460,1
fardaNews,182856,New,0.244805724,112073,khabaronline, _nan,0.517486951,,35617420,0
tabnak,219650,New,0.258451499,179850,tabnak,0,0.652996307,,14853420,1
khabaronline,194235,Old,0.442137204,182856,fardaNews,0,0.743041997,,45060,0
fardaNews,183058,Old,0.472110179,182580,fardaNews,16.708,0.890047415,,246120,1
tabnak,220003,New,0.424955316,145064,tabnak,0,0.611072536,,30355060,1
fardaNews,183083,Old,1,220003,tabnak,0,0.992676201,,4200,0
tabnak,220036,New,0.274916839,182545,fardaNews,0,0.536221781,,277740,0
fardaNews,183103,New,0.206711293,220036,tabnak, _nan,0.522420076,,3360,0
khabaronline,194315,New,0.251188517,182298,fardaNews,0,0.598400512,,412440,0
tabnak,220090,New,0.435704578,125426,khabaronline, _nan,0.460748955,,30888040,0
fardaNews,183130,Old,0.819137691,220090,tabnak,26.1203,0.967254676,,5640,0
fardaNews,183135,New,0.3021272,219473,tabnak,0,0.698658871,,185880,0
fardaNews,183142,New,0.262765804,219272,tabnak, _nan,0.605433906,,279420,0
tabnak,220158,New,0.52529461,183135,fardaNews, _nan,0.9982291,,3480,0
khabaronline,194412,Old,1,183130,fardaNews,56.5647,0.917732155,,15600,0
khabaronline,194414,Old,1,183142,fardaNews,56.2043,0.940917027,,11580,0
fardaNews,183179,New,0.683612326,183135,fardaNews,0,0.978051708,,15600,1
tabnak,220333,New,0.437027564,125426,khabaronline,0,0.516746791,,30962740,0
tabnak,220414,New,0.111795617,133324,fardaNews,0,0.714569451,,31698280,0
tabnak,220423,New,0,80918,tabnak,0,0.539759858,,63529340,1
fardaNews,183314,Old,0.282657788,220414,tabnak,0,0.89411817,,900,0
tabnak,220428,New,0.209260026,127126,fardaNews,0,0.577878669,,35736460,0
fardaNews,183317,New,0.272785412,179743,tabnak, _nan,0.538703012,,15059940,0
khabaronline,194556,New,0.372711833,219269,tabnak, _nan,0.832859932,,368640,0
fardaNews,183385,New,0.330217599,182253,fardaNews,0,0.520433211,,545460,1
tabnak,220530,Old,0.794710025,183385,fardaNews, _nan,0.980070458,,2760,0
fardaNews,183434,Old,1,220530,tabnak,0,0.987466488,,31620,0
tabnak,220592,New,0.241469862,219625,tabnak,0,0.540225919,,258420,1
tabnak,220599,New,0.186940717,127159,fardaNews, _nan,0.657604069,,35784700,0
khabaronline,194679,New,0.493632506,171851,khabaronline, _nan,0.64456216,,11595420,1
fardaNews,183498,New,0.236785847,193696,khabaronline,0,0.491310155,,597960,0
fardaNews,183520,Old,1,220592,tabnak,0,0.971117189,,23760,0
fardaNews,183555,New,0.32340384,219272,tabnak,0,0.49649435,,457320,0
tabnak,221056,New,0.361524021,220090,tabnak,39.095,0.554474207,,289800,1
fardaNews,183783,Old,0.524172143,125426,khabaronline,0,0.50787213,,31177960,0
tabnak,221063,New,0.474840023,219269,tabnak,0,0.675417156,,560580,1
fardaNews,183789,Old,1,221063,tabnak, _nan,0.983476315,,900,0
khabaronline,194917,Old,0.575413407,221056,tabnak,0,0.972982523,,18960,0
khabaronline,194923,Old,0.260604599,113481,khabaronline,0,0.500241053,,35559520,1
fardaNews,183853,New,0.289468158,220036,tabnak,0,0.547613483,,351360,0
fardaNews,183879,New,0,80918,tabnak,0,0.542057278,,63800060,0
tabnak,221153,New,0.225585511,220158,tabnak,0,0.438385534,,351840,1
khabaronline,195001,New,0.247473938,194556,khabaronline,56.908,0.554423828,,269880,1
tabnak,221183,Old,0.408391818,182260,fardaNews,0,0.801218378,,798720,0
fardaNews,183902,Old,1,221183,tabnak,0,0.986370241,,900,0
fardaNews,184058,New,0.734849193,183130,fardaNews,55.1919,0.573285316,,467460,1
tabnak,221411,Old,0.528948392,144026,tabnak,0,0.780936543,,31373260,1
tabnak,221534,New,0.236445236,171851,khabaronline, _nan,0.482706247,,11984640,0
fardaNews,184221,New,0.273853226,179176,tabnak,0,0.483292176,,15750720,0
khabaronline,195523,Old,0.5391151,184058,fardaNews,0,0.769745492,,279720,0
tabnak,222243,New,0.306150324,221411,tabnak,0,0.439701428,,408300,1
fardaNews,184819,Old,0.253113671,218949,tabnak,0,0.910690137,,1318800,0
tabnak,222323,New,0.119006708,182547,fardaNews,52.882,0.653836083,,1191540,0
fardaNews,184882,Old,0.543764355,222323,tabnak,0,0.912631467,,5640,0
khabaronline,195845,Old,0.281499483,222323,tabnak,0,0.738541203,,23640,0
fardaNews,185000,New,0.176864349,182242,fardaNews,0,0.740524162,,1432620,1
tabnak,222525,New,0.235087056,182574,fardaNews,0,0.406965201,,1286220,0
fardaNews,185048,Old,1,222525,tabnak,0,0.988381834,,1020,0
